,id,marca,modelo,preco_minimo,idade_veiculo,km_rodados,tipo_vendedor,tipo_combustivel,tipo_transmissao,potencia_maxima,preco_venda,ipva,ano,estado
11275,12330,Honda,City,1268000.0,9,47000,distribuidora,Petrol,Manual,118.0,425000,17000.0,2015,moderadamente rodado
11276,12331,BMW,X1,4986000.0,9,60000,distribuidora,Diesel,Automatic,184.0,800000,32000.0,2015,moderadamente rodado
11277,12332,Hyundai,Creta,1158000.0,5,52000,distribuidora,Petrol,Manual,121.3,925000,37000.0,2019,moderadamente rodado
11278,12333,Ford,Endeavour,1050416.6666666667,5,50000,distribuidora,Diesel,Automatic,197.0,2650000,106000.0,2019,moderadamente rodado
11279,12334,Volkswagen,Polo,700000.0,10,62000,distribuidora,Petrol,Manual,73.9,315000,12600.0,2014,moderadamente rodado
11280,12335,Renault,Duster,414304.9645390071,8,63000,distribuidora,Diesel,Manual,83.8,415000,16600.0,2016,moderadamente rodado
11281,12336,Toyota,Fortuner,3997000.0,11,67000,distribuidora,Diesel,Manual,171.0,825000,33000.0,2013,moderadamente rodado
11282,12337,Ford,Ecosport,1014000.0,7,65554,distribuidora,Diesel,Manual,89.84,565000,22600.0,2017,moderadamente rodado
11283,12338,Maruti,Swift Dzire,614646.3878326996,7,75854,distribuidora,Diesel,Manual,74.0,341000,13640.0,2017,moderadamente rodado
11284,12339,Maruti,Swift Dzire,653000.0,4,26000,distribuidora,Petrol,Automatic,83.14,645000,25800.0,2020,novo
11285,12340,Honda,Accord,1210698.5413290113,11,62521,distribuidora,Petrol,Automatic,142.0,425000,17000.0,2013,moderadamente rodado
11286,12341,Hyundai,i20,803000.0,6,52000,distribuidora,Petrol,Manual,81.83,486000,19440.0,2018,moderadamente rodado
11287,12342,Honda,Amaze,704000.0,2,35000,particular,Petrol,Manual,88.76,550000,22000.0,2022,moderadamente rodado
11288,12343,Mercedes-Benz,GLE,117489928.05755396,5,55000,distribuidora,Diesel,Automatic,201.15,3890000,155600.0,2019,moderadamente rodado
11289,12345,Mahindra,XUV500,1654000.0,4,65000,distribuidora,Diesel,Automatic,140.0,1175000,47000.0,2020,moderadamente rodado
11290,12346,Honda,Amaze,704000.0,2,19000,distribuidora,Petrol,Manual,86.7,580000,23200.0,2022,novo
11291,12347,Maruti,Swift,614646.3878326996,7,70000,particular,Diesel,Manual,74.0,365000,14600.0,2017,moderadamente rodado
11292,12348,Hyundai,i20,967624.184646262,5,29842,distribuidora,Petrol,Manual,82.9,499000,19960.0,2019,novo
11293,12349,Maruti,Vitara,614646.3878326996,3,35000,distribuidora,Diesel,Automatic,88.5,835000,33400.0,2021,moderadamente rodado
11294,12350,Datsun,redi-GO,319000.0,5,47000,distribuidora,Petrol,Manual,53.64,299000,11960.0,2019,moderadamente rodado
11295,12351,Hyundai,Grand,967624.184646262,6,147000,particular,Diesel,Manual,70.0,350000,14000.0,2018,rodado
11296,12352,Honda,City,1268000.0,3,26000,distribuidora,Petrol,Automatic,117.6,1075000,43000.0,2021,novo
11297,12355,Maruti,Swift Dzire,614646.3878326996,8,78000,distribuidora,Diesel,Manual,74.0,325000,13000.0,2016,moderadamente rodado
11298,12356,Hyundai,i20,926000.0,7,50000,distribuidora,Diesel,Manual,88.76,500000,20000.0,2017,moderadamente rodado
11299,12357,Mahindra,XUV500,1654000.0,8,50000,particular,Diesel,Manual,140.0,600000,24000.0,2016,moderadamente rodado
11300,12358,Maruti,Wagon R,511000.0,11,60000,particular,Petrol,Manual,67.0,150000,6000.0,2013,moderadamente rodado
11301,12359,Maruti,Wagon R,597000.0,10,52000,distribuidora,CNG,Manual,58.2,210000,8400.0,2014,moderadamente rodado
11302,12360,Honda,City,1234000.0,8,35000,distribuidora,Petrol,Manual,118.0,495000,19800.0,2016,moderadamente rodado
11303,12361,Toyota,Corolla,2876695.0,4,360101,distribuidora,Diesel,Manual,87.2,1175000,47000.0,2020,rodado
11304,12362,Mercedes-Benz,C-Class,476200000.0,3,8000,distribuidora,Petrol,Automatic,181.04,3650000,146000.0,2021,novo
11305,12364,Hyundai,Verna,1309000.0,4,62000,distribuidora,Diesel,Manual,126.2,760000,30400.0,2020,moderadamente rodado
11306,12365,Nissan,Kicks,1071000.0,2,11687,concessionária,Petrol,Manual,104.55,880000,35200.0,2022,novo
11307,12366,Hyundai,i20,974000.0,7,70000,distribuidora,Diesel,Manual,88.76,340000,13600.0,2017,moderadamente rodado
11308,12367,Toyota,Fortuner,3997000.0,2,15500,distribuidora,Diesel,Manual,174.5,3090000,123600.0,2022,novo
11309,12368,Hyundai,Verna,1054000.0,3,43000,distribuidora,Petrol,Manual,121.3,940000,37600.0,2021,moderadamente rodado
11310,12370,Toyota,Innova,1997000.0,4,51000,distribuidora,Diesel,Automatic,171.5,1590000,63600.0,2020,moderadamente rodado
11311,12371,Mercedes-Benz,GLS,12300000.0,3,15000,distribuidora,Diesel,Automatic,258.0,7199000,287960.0,2021,novo
11312,12372,Renault,KWID,343000.0,3,33124,distribuidora,Petrol,Manual,53.3,335000,13400.0,2021,moderadamente rodado
11313,12373,Hyundai,Creta,1158000.0,2,1470,distribuidora,Petrol,Manual,121.3,1290000,51600.0,2022,novo
11314,12374,Maruti,Swift,614646.3878326996,7,73956,distribuidora,Diesel,Manual,74.0,378000,15120.0,2017,moderadamente rodado
11315,12375,Maruti,Wagon R,526000.0,7,64000,distribuidora,Petrol,Manual,67.1,265000,10600.0,2017,moderadamente rodado
11316,12376,Maruti,Alto,333000.0,6,15000,distribuidora,Petrol,Manual,47.3,275000,11000.0,2018,novo
11317,12377,Hyundai,i10,967624.184646262,9,73500,distribuidora,Petrol,Manual,68.05,235000,9400.0,2015,moderadamente rodado
11318,12378,Maruti,Ciaz,968000.0,7,49000,distribuidora,Petrol,Manual,91.2,626000,25040.0,2017,moderadamente rodado
11319,12379,Maruti,Ignis,557000.0,4,32000,distribuidora,Petrol,Manual,81.8,465000,18600.0,2020,moderadamente rodado
11320,12380,Honda,City,1234000.0,4,35000,distribuidora,Petrol,Manual,117.3,725000,29000.0,2020,moderadamente rodado
11321,12381,Hyundai,i20,974000.0,8,80849,distribuidora,Diesel,Manual,88.76,290000,11600.0,2016,rodado
11322,12382,Maruti,Baleno,614646.3878326996,4,24000,distribuidora,Petrol,Manual,81.8,675000,27000.0,2020,novo
11323,12384,Mercedes-Benz,M-Class,117489928.05755396,6,46000,distribuidora,Diesel,Automatic,203.2,2899000,115960.0,2018,moderadamente rodado
11324,12385,Honda,City,1479000.0,6,71678,distribuidora,Diesel,Manual,98.6,610000,24400.0,2018,moderadamente rodado
11325,12386,Maruti,Swift,604000.0,5,65000,distribuidora,Petrol,Manual,85.8,465000,18600.0,2019,moderadamente rodado
11326,12387,Maruti,Vitara,614646.3878326996,5,60000,distribuidora,Diesel,Manual,88.5,685000,27400.0,2019,moderadamente rodado
11327,12388,Maruti,Swift,604000.0,8,30500,distribuidora,Petrol,Manual,81.8,385000,15400.0,2016,moderadamente rodado
11328,12389,Maruti,Wagon R,511000.0,4,47000,particular,Petrol,Automatic,67.0,390000,15600.0,2020,moderadamente rodado
11329,12390,Volkswagen,Vento,820416.9884169884,7,76500,particular,Diesel,Manual,103.2,400000,16000.0,2017,moderadamente rodado
11330,12391,Nissan,Micra,1690333.3333333333,8,80000,distribuidora,Diesel,Manual,63.1,240000,9600.0,2016,rodado
11331,12392,Jeep,Compass,2485264.705882353,2,29000,distribuidora,Petrol,Manual,160.0,1430000,57200.0,2022,novo
11332,12393,Ford,Ecosport,919000.0,5,37000,distribuidora,Petrol,Manual,110.4,675000,27000.0,2019,moderadamente rodado
11333,12394,Honda,Accord,1210698.5413290113,13,80000,distribuidora,Petrol,Manual,177.6,335000,13400.0,2011,rodado
11334,12395,Honda,City,1268000.0,4,56239,concessionária,Petrol,Manual,117.3,745000,29800.0,2020,moderadamente rodado
11335,12396,Honda,Amaze,704000.0,1,3000,distribuidora,Petrol,Manual,88.76,715000,28600.0,2023,novo
11336,12397,Audi,A4,7113256.41025641,6,30000,particular,Diesel,Automatic,174.33,1800000,72000.0,2018,moderadamente rodado
11337,12398,Toyota,Innova,1997000.0,2,27000,distribuidora,Diesel,Automatic,171.5,2225000,89000.0,2022,novo
11338,12399,Audi,A6,7113256.41025641,7,50500,distribuidora,Diesel,Automatic,174.33,1725000,69000.0,2017,moderadamente rodado
11339,12400,Hyundai,Creta,1263000.0,6,65000,distribuidora,Diesel,Automatic,126.2,835000,33400.0,2018,moderadamente rodado
11340,12401,Toyota,Corolla,2876695.0,14,88525,distribuidora,Petrol,Manual,125.0,135000,5400.0,2010,rodado
11341,12402,Ford,Ecosport,919000.0,2,16000,distribuidora,Petrol,Manual,121.31,925000,37000.0,2022,novo
11342,12403,Maruti,Swift Dzire,614646.3878326996,4,25000,distribuidora,Diesel,Manual,74.02,650000,26000.0,2020,novo
11343,12404,BMW,7,16200000.0,3,19100,distribuidora,Diesel,Automatic,261.49,7975000,319000.0,2021,novo
11344,12405,Hyundai,Creta,1263000.0,3,60000,particular,Diesel,Manual,88.7,875000,35000.0,2021,moderadamente rodado
11345,12406,Maruti,Ertiga,614646.3878326996,4,44000,distribuidora,Diesel,Manual,88.5,725000,29000.0,2020,moderadamente rodado
11346,12407,Mercedes-Benz,C-Class,476200000.0,9,67000,distribuidora,Petrol,Automatic,186.0,780000,31200.0,2015,moderadamente rodado
11347,12408,Maruti,SX4,614646.3878326996,13,71000,distribuidora,Petrol,Manual,104.68,185000,7400.0,2011,moderadamente rodado
11348,12409,Honda,City,1479000.0,6,89000,distribuidora,Diesel,Manual,98.6,549000,21960.0,2018,rodado
11349,12410,Mahindra,Xylo,1399372.0930232557,10,72000,distribuidora,Diesel,Manual,112.0,310000,12400.0,2014,moderadamente rodado
11350,12411,Maruti,Ciaz,968000.0,4,29000,distribuidora,Petrol,Manual,91.2,750000,30000.0,2020,novo
11351,12412,Volkswagen,Vento,820416.9884169884,3,58000,particular,Diesel,Automatic,108.5,950000,38000.0,2021,moderadamente rodado
11352,12413,Toyota,Etios,2876695.0,3,49000,distribuidora,Petrol,Manual,78.9,510000,20400.0,2021,moderadamente rodado
11353,12414,Maruti,Baleno,669000.0,4,33528,concessionária,Petrol,Manual,83.1,540000,21600.0,2020,moderadamente rodado
11354,12415,Hyundai,Xcent,967624.184646262,6,61000,distribuidora,Petrol,Manual,81.86,390000,15600.0,2018,moderadamente rodado
11355,12416,Maruti,Swift,604000.0,4,43733,distribuidora,Petrol,Manual,81.8,489000,19560.0,2020,moderadamente rodado
11356,12417,Maruti,Baleno,668000.0,2,10000,distribuidora,Petrol,Automatic,81.8,781000,31240.0,2022,novo
11357,12418,Hyundai,i20,967624.184646262,8,65001,distribuidora,Diesel,Manual,88.76,349000,13960.0,2016,moderadamente rodado
11358,12419,Maruti,Swift Dzire,674000.0,9,90000,particular,Petrol,Manual,85.8,350000,14000.0,2015,rodado
11359,12420,MG,Hector,1609533.3333333333,2,14400,distribuidora,Petrol,Automatic,141.0,1749000,69960.0,2022,novo
11360,12421,Honda,City,1268000.0,2,12000,distribuidora,Petrol,Automatic,117.6,1350000,54000.0,2022,novo
11361,12422,Honda,City,1268000.0,4,53000,distribuidora,Petrol,Manual,117.6,880000,35200.0,2020,moderadamente rodado
11362,12423,Honda,Amaze,704000.0,4,51000,particular,Petrol,Manual,86.7,600000,24000.0,2020,moderadamente rodado
11363,12424,Maruti,Baleno,614646.3878326996,6,84999,distribuidora,Diesel,Manual,74.0,515000,20600.0,2018,rodado
11364,12425,BMW,5,7320000.0,4,46000,distribuidora,Diesel,Automatic,190.0,3250000,130000.0,2020,moderadamente rodado
11365,12426,Audi,A4,7113256.41025641,7,85000,distribuidora,Diesel,Automatic,174.33,1450000,58000.0,2017,rodado
11366,12427,Maruti,Swift,604000.0,6,50000,distribuidora,Petrol,Automatic,81.8,450000,18000.0,2018,moderadamente rodado
11367,12428,Honda,City,1435000.0,6,63000,distribuidora,Diesel,Manual,98.6,575000,23000.0,2018,moderadamente rodado
11368,12429,Hyundai,Verna,1309000.0,9,30917,distribuidora,Diesel,Manual,126.3,465000,18600.0,2015,moderadamente rodado
11369,12431,Maruti,Baleno,677000.0,5,27000,distribuidora,Petrol,Manual,83.1,585000,23400.0,2019,novo
11370,12432,Maruti,Swift,604000.0,11,68000,distribuidora,Petrol,Manual,85.0,240000,9600.0,2013,moderadamente rodado
11371,12433,Hyundai,Verna,1027000.0,3,8143,particular,Petrol,Manual,98.6,930000,37200.0,2021,novo
11372,12434,Honda,Civic,2084000.0,2,21500,distribuidora,Petrol,Automatic,139.46,1625000,65000.0,2022,novo
11373,12435,MG,Hector,1496000.0,2,4000,distribuidora,Petrol,Automatic,141.0,1875000,75000.0,2022,novo
11374,12436,Hyundai,Creta,967624.184646262,5,58500,distribuidora,Diesel,Manual,126.2,770000,30800.0,2019,moderadamente rodado
11375,12437,Maruti,Swift Dzire,614646.3878326996,6,65000,distribuidora,Diesel,Manual,73.9,475000,19000.0,2018,moderadamente rodado
11376,12438,Maruti,Swift,614646.3878326996,8,99426,distribuidora,Diesel,Manual,74.0,353000,14120.0,2016,rodado
11377,12439,Toyota,Etios,2876695.0,10,62000,distribuidora,Petrol,Manual,88.73,272000,10880.0,2014,moderadamente rodado
11378,12440,Mercedes-Benz,C-Class,117489928.05755396,2,24300,distribuidora,Petrol,Automatic,201.15,3775000,151000.0,2022,novo
11379,12441,Toyota,Innova,1990000.0,5,48000,distribuidora,Diesel,Automatic,171.5,1680000,67200.0,2019,moderadamente rodado
11380,12442,Ford,Figo,862000.0,6,75000,distribuidora,Diesel,Manual,99.0,395000,15800.0,2018,moderadamente rodado
11381,12443,Maruti,Ciaz,951000.0,3,37000,particular,Petrol,Manual,103.25,700000,28000.0,2021,moderadamente rodado
11382,12444,Honda,Brio,1210698.5413290113,6,39000,distribuidora,Petrol,Manual,86.8,390000,15600.0,2018,moderadamente rodado
11383,12445,Honda,Amaze,877000.0,3,40000,distribuidora,Diesel,Manual,98.6,725000,29000.0,2021,moderadamente rodado
11384,12446,Lexus,RX,11900000.0,4,52000,distribuidora,Petrol,Automatic,258.81,6200000,248000.0,2020,moderadamente rodado
11385,12447,Maruti,Wagon R,512000.0,6,52000,distribuidora,Petrol,Manual,67.05,310000,12400.0,2018,moderadamente rodado
11386,12448,Hyundai,EON,967624.184646262,8,111000,particular,Petrol,Manual,55.2,150000,6000.0,2016,rodado
11387,12449,Honda,City,1479000.0,7,78000,distribuidora,Diesel,Manual,98.6,550000,22000.0,2017,moderadamente rodado
11388,12450,Toyota,Innova,2876695.0,6,125000,distribuidora,Diesel,Manual,102.0,895000,35800.0,2018,rodado
11389,12451,Hyundai,EON,967624.184646262,9,51025,distribuidora,Petrol,Manual,55.2,225000,9000.0,2015,moderadamente rodado
11390,12452,Honda,WR-V,960000.0,4,25656,distribuidora,Petrol,Manual,88.7,760000,30400.0,2020,novo
11391,12453,Honda,City,1234000.0,9,134532,distribuidora,Petrol,Automatic,116.3,440000,17600.0,2015,rodado
11392,12454,Maruti,Baleno,614646.3878326996,3,48000,distribuidora,Diesel,Manual,74.0,599000,23960.0,2021,moderadamente rodado
11393,12455,Honda,City,1268000.0,6,50000,particular,Petrol,Manual,117.3,620000,24800.0,2018,moderadamente rodado
11394,12456,Mercedes-Benz,S-Class,16400000.0,3,4000,distribuidora,Petrol,Automatic,459.0,13000000,520000.0,2021,novo
11395,12457,Hyundai,Creta,1237000.0,6,76000,distribuidora,Diesel,Manual,126.2,800000,32000.0,2018,moderadamente rodado
11396,12458,Maruti,Baleno,614646.3878326996,4,25000,distribuidora,Petrol,Manual,81.8,625000,25000.0,2020,novo
11397,12459,Honda,City,1479000.0,6,73000,distribuidora,Diesel,Manual,98.6,540000,21600.0,2018,moderadamente rodado
11398,12460,Mercedes-Benz,C-Class,5130000.0,7,69550,distribuidora,Diesel,Automatic,170.0,1295000,51800.0,2017,moderadamente rodado
11399,12461,Maruti,Ciaz,968000.0,5,28014,distribuidora,Petrol,Manual,91.1,603000,24120.0,2019,novo
11400,12462,Hyundai,Venue,806000.0,1,1200,distribuidora,Petrol,Manual,118.35,1075000,43000.0,2023,novo
11401,12463,Hyundai,Verna,967624.184646262,5,33060,distribuidora,Petrol,Manual,121.3,625000,25000.0,2019,moderadamente rodado
11402,12464,Toyota,Corolla,2876695.0,9,65000,distribuidora,Diesel,Manual,87.2,525000,21000.0,2015,moderadamente rodado
11403,12465,Honda,Accord,1210698.5413290113,9,76003,distribuidora,Petrol,Manual,177.6,670000,26800.0,2015,moderadamente rodado
11404,12466,Maruti,Swift Dzire,653000.0,4,25000,distribuidora,Petrol,Automatic,81.8,610000,24400.0,2020,novo
11405,12467,Nissan,Terrano,1690333.3333333333,7,65000,distribuidora,Diesel,Manual,108.5,399000,15960.0,2017,moderadamente rodado
11406,12468,Renault,Captur,414304.9645390071,3,32000,distribuidora,Petrol,Manual,104.55,780000,31200.0,2021,moderadamente rodado
11407,12469,Maruti,Swift,614646.3878326996,7,60001,distribuidora,Diesel,Manual,74.0,310000,12400.0,2017,moderadamente rodado
11408,12470,Audi,Q5,7113256.41025641,6,66000,distribuidora,Diesel,Automatic,241.4,2250000,90000.0,2018,moderadamente rodado
11409,12472,Maruti,Swift Dzire,653000.0,4,37001,distribuidora,Petrol,Manual,81.8,599000,23960.0,2020,moderadamente rodado
11410,12473,Mini,Clubman,4238800.0,4,6000,distribuidora,Petrol,Automatic,192.0,3300000,132000.0,2020,novo
11411,12474,Toyota,Innova,1990000.0,4,68745,distribuidora,Diesel,Manual,147.8,1631000,65240.0,2020,moderadamente rodado
11412,12475,Hyundai,Creta,1237000.0,6,70000,particular,Diesel,Manual,126.2,890000,35600.0,2018,moderadamente rodado
11413,12476,Honda,Amaze,877000.0,7,71000,distribuidora,Diesel,Manual,98.6,350000,14000.0,2017,moderadamente rodado
11414,12477,Skoda,Rapid,2572827.5862068967,6,52000,distribuidora,Diesel,Manual,103.52,515000,20600.0,2018,moderadamente rodado
11415,12478,Maruti,Baleno,668000.0,5,43000,distribuidora,Petrol,Manual,81.8,650000,26000.0,2019,moderadamente rodado
11416,12479,Mahindra,XUV500,1654000.0,4,34000,distribuidora,Diesel,Automatic,140.0,1175000,47000.0,2020,moderadamente rodado
11417,12480,Maruti,Swift,614646.3878326996,11,68000,distribuidora,Petrol,Manual,81.8,245000,9800.0,2013,moderadamente rodado
11418,12481,Ford,Ecosport,1007000.0,5,143000,particular,Diesel,Manual,98.59,525000,21000.0,2019,rodado
11419,12482,Mahindra,XUV500,1654000.0,8,47000,distribuidora,Diesel,Manual,140.0,650000,26000.0,2016,moderadamente rodado
11420,12483,Maruti,Wagon R,511000.0,8,40000,distribuidora,Petrol,Manual,67.1,285000,11400.0,2016,moderadamente rodado
11421,12484,Honda,City,1268000.0,11,57000,distribuidora,Petrol,Automatic,116.3,350000,14000.0,2013,moderadamente rodado
11422,12485,Maruti,Swift,614646.3878326996,8,65209,distribuidora,Diesel,Manual,74.0,330000,13200.0,2016,moderadamente rodado
11423,12486,Maruti,XL6,1126000.0,2,7669,distribuidora,Petrol,Automatic,103.2,1175000,47000.0,2022,novo
11424,12487,Ford,Ecosport,1014000.0,6,50000,distribuidora,Diesel,Manual,98.96,560000,22400.0,2018,moderadamente rodado
11425,12488,Maruti,Wagon R,597000.0,8,64000,distribuidora,CNG,Manual,58.16,270000,10800.0,2016,moderadamente rodado
11426,12489,Hyundai,Grand,671000.0,2,16415,particular,Petrol,Manual,81.86,515000,20600.0,2022,novo
11427,12490,Honda,City,1234000.0,3,12000,particular,Petrol,Manual,117.6,900000,36000.0,2021,novo
11428,12491,Nissan,Micra,1690333.3333333333,6,50000,distribuidora,Petrol,Manual,67.04,295000,11800.0,2018,moderadamente rodado
11429,12492,Volkswagen,Polo,691000.0,5,45000,distribuidora,Petrol,Manual,74.0,450000,18000.0,2019,moderadamente rodado
11430,12493,Hyundai,Grand,648000.0,5,63000,distribuidora,Petrol,Manual,82.0,450000,18000.0,2019,moderadamente rodado
11431,12494,BMW,3,5061000.0,9,50000,distribuidora,Diesel,Automatic,184.0,845000,33800.0,2015,moderadamente rodado
11432,12495,Maruti,Wagon R,526000.0,14,30000,particular,Petrol,Manual,67.0,70000,2800.0,2010,moderadamente rodado
11433,12496,Toyota,Corolla,2876695.0,5,11000,distribuidora,Diesel,Manual,87.2,1310000,52400.0,2019,novo
11434,12497,Mahindra,TUV,1399372.0930232557,6,44000,distribuidora,Diesel,Manual,100.0,549000,21960.0,2018,moderadamente rodado
11435,12498,Maruti,Ignis,559000.0,4,29000,distribuidora,Petrol,Manual,81.8,520000,20800.0,2020,novo
11436,12499,Honda,Brio,1210698.5413290113,8,65000,distribuidora,Petrol,Manual,86.8,298000,11920.0,2016,moderadamente rodado
11437,12500,Maruti,Ciaz,968000.0,6,52000,distribuidora,Petrol,Manual,91.1,565000,22600.0,2018,moderadamente rodado
11438,12501,Hyundai,Verna,1054000.0,9,62000,distribuidora,Petrol,Manual,121.3,420000,16800.0,2015,moderadamente rodado
11439,12502,Toyota,Fortuner,3997000.0,7,61000,distribuidora,Diesel,Automatic,168.5,1690000,67600.0,2017,moderadamente rodado
11440,12503,Honda,WR-V,960000.0,4,35000,distribuidora,Petrol,Manual,88.7,765000,30600.0,2020,moderadamente rodado
11441,12504,Hyundai,i10,967624.184646262,9,73500,distribuidora,Petrol,Manual,78.9,240000,9600.0,2015,moderadamente rodado
11442,12505,Maruti,Swift,604000.0,13,63248,distribuidora,Petrol,Manual,85.0,170000,6800.0,2011,moderadamente rodado
11443,12506,Audi,S5,7113256.41025641,3,12500,distribuidora,Petrol,Automatic,328.5,5775000,231000.0,2021,novo
11444,12507,Maruti,Ciaz,979000.0,6,49098,distribuidora,Petrol,Manual,91.1,585000,23400.0,2018,moderadamente rodado
11445,12508,Mahindra,Quanto,1399372.0930232557,9,35000,particular,Diesel,Manual,100.0,490000,19600.0,2015,moderadamente rodado
11446,12509,Volkswagen,Polo,820416.9884169884,9,90000,particular,Diesel,Manual,73.9,210000,8400.0,2015,rodado
11447,12510,Maruti,Swift Dzire,614646.3878326996,4,59000,distribuidora,Diesel,Automatic,74.02,675000,27000.0,2020,moderadamente rodado
11448,12511,Honda,Amaze,706000.0,2,45000,distribuidora,Petrol,Automatic,88.76,675000,27000.0,2022,moderadamente rodado
11449,12512,Maruti,Ciaz,614646.3878326996,7,47000,distribuidora,Diesel,Manual,88.5,495000,19800.0,2017,moderadamente rodado
11450,12513,Skoda,Rapid,868000.0,8,42000,distribuidora,Petrol,Manual,103.5,325000,13000.0,2016,moderadamente rodado
11451,12514,Maruti,Ciaz,614646.3878326996,6,56000,distribuidora,Diesel,Manual,88.5,510000,20400.0,2018,moderadamente rodado
11452,12515,Toyota,Innova,2876695.0,6,47000,distribuidora,Diesel,Manual,100.0,865000,34600.0,2018,moderadamente rodado
11453,12516,Mercedes-Benz,E-Class,7545000.0,3,22000,distribuidora,Diesel,Automatic,170.0,4450000,178000.0,2021,novo
11454,12517,Mahindra,Marazzo,1379000.0,2,25000,distribuidora,Diesel,Manual,121.0,800000,32000.0,2022,novo
11455,12518,Ford,Aspire,972000.0,3,59012,distribuidora,Diesel,Manual,99.0,590000,23600.0,2021,moderadamente rodado
11456,12519,Maruti,Swift Dzire,653000.0,4,10000,distribuidora,Petrol,Manual,81.8,675000,27000.0,2020,novo
11457,12520,BMW,X3,7378000.0,9,88000,distribuidora,Diesel,Automatic,184.0,1275000,51000.0,2015,rodado
11458,12521,Maruti,SX4,614646.3878326996,11,107543,distribuidora,Petrol,Manual,103.3,250000,10000.0,2013,rodado
11459,12522,Hyundai,i20,803000.0,5,62000,distribuidora,Petrol,Manual,80.0,545000,21800.0,2019,moderadamente rodado
11460,12523,Maruti,Celerio,497000.0,6,63000,distribuidora,Petrol,Manual,67.04,385000,15400.0,2018,moderadamente rodado
11461,12524,Honda,Civic,2084000.0,11,45000,distribuidora,Petrol,Manual,130.2,310000,12400.0,2013,moderadamente rodado
11462,12525,Maruti,Eeco,448000.0,2,17000,distribuidora,Petrol,Manual,73.0,390000,15600.0,2022,novo
11463,12526,Hyundai,i20,974000.0,7,63000,distribuidora,Diesel,Manual,90.0,365000,14600.0,2017,moderadamente rodado
11464,12527,BMW,3,5061000.0,7,18500,distribuidora,Diesel,Automatic,184.0,1400000,56000.0,2017,novo
11465,12528,BMW,3,5061000.0,10,72000,distribuidora,Diesel,Automatic,181.0,610000,24400.0,2014,moderadamente rodado
11466,12529,Honda,Jazz,851000.0,5,40000,distribuidora,Petrol,Automatic,88.7,630000,25200.0,2019,moderadamente rodado
11467,12530,Maruti,SX4,614646.3878326996,4,49189,distribuidora,Diesel,Manual,88.5,815000,32600.0,2020,moderadamente rodado
11468,12531,Toyota,Innova,2876695.0,6,35000,particular,Diesel,Manual,100.6,990000,39600.0,2018,moderadamente rodado
11469,12532,Honda,City,1268000.0,5,55000,distribuidora,Petrol,Automatic,117.3,750000,30000.0,2019,moderadamente rodado
11470,12533,Maruti,Swift,604000.0,5,20000,particular,Petrol,Manual,81.8,450000,18000.0,2019,novo
11471,12534,Honda,City,1268000.0,4,33000,distribuidora,Petrol,Manual,119.35,790000,31600.0,2020,moderadamente rodado
11472,12535,Mahindra,XUV500,1666000.0,5,70066,distribuidora,Diesel,Manual,140.0,785000,31400.0,2019,moderadamente rodado
11473,12536,Maruti,Vitara,614646.3878326996,5,58000,distribuidora,Diesel,Manual,88.5,690000,27600.0,2019,moderadamente rodado
11474,12537,Honda,CR-V,3268000.0,5,62000,distribuidora,Petrol,Automatic,151.89,1450000,58000.0,2019,moderadamente rodado
11475,12538,Skoda,Laura,2572827.5862068967,9,59999,distribuidora,Diesel,Automatic,138.1,450000,18000.0,2015,moderadamente rodado
11476,12539,Maruti,Wagon R,511000.0,9,62443,distribuidora,Petrol,Manual,67.1,235000,9400.0,2015,moderadamente rodado
11477,12540,Hyundai,i20,974000.0,6,60000,distribuidora,Diesel,Manual,90.0,350000,14000.0,2018,moderadamente rodado
11478,12541,Mahindra,Scorpio,1519000.0,5,55000,distribuidora,Diesel,Manual,120.0,975000,39000.0,2019,moderadamente rodado
11479,12542,Hyundai,i10,967624.184646262,11,60000,particular,Petrol,Manual,78.9,165000,6600.0,2013,moderadamente rodado
11480,12543,Maruti,Alto,614646.3878326996,14,40000,distribuidora,Petrol,Manual,46.3,80000,3200.0,2010,moderadamente rodado
11481,12544,Nissan,Sunny,1690333.3333333333,7,113000,distribuidora,Diesel,Manual,84.8,311000,12440.0,2017,rodado
11482,12545,Mahindra,KUV,1399372.0930232557,5,68000,distribuidora,Diesel,Manual,77.0,400000,16000.0,2019,moderadamente rodado
11483,12546,Honda,Amaze,869000.0,7,45892,distribuidora,Diesel,Manual,98.6,369000,14760.0,2017,moderadamente rodado
11484,12547,Renault,Fluence,414304.9645390071,9,70000,distribuidora,Diesel,Manual,78.0,325000,13000.0,2015,moderadamente rodado
11485,12548,MG,Hector,1699000.0,1,20000,distribuidora,Diesel,Manual,167.68,1795000,71800.0,2023,novo
11486,12549,Honda,City,1479000.0,6,35000,distribuidora,Diesel,Manual,98.6,621000,24840.0,2018,moderadamente rodado
11487,12550,Maruti,Swift Dzire,653000.0,12,145000,particular,Petrol,Manual,85.8,175000,7000.0,2012,rodado
11488,12551,Audi,A4,7113256.41025641,8,33000,distribuidora,Diesel,Automatic,174.33,1349000,53960.0,2016,moderadamente rodado
11489,12552,Hyundai,Xcent,967624.184646262,5,52000,distribuidora,Petrol,Manual,82.0,360000,14400.0,2019,moderadamente rodado
11490,12553,Hyundai,Grand,648000.0,2,25000,particular,Petrol,Automatic,81.86,570000,22800.0,2022,novo
